archdeaconry of Cleveland
archdeaconry of the East Riding
archdeaconry of Nottingham
archdeaconry of Richmond
archdeaconry of York
back cover
"chapter, cathedral"
"chapter, collegiate"
front cover
"howdenshire, allertonshire, hexham, snaith"
index
diverse letters
ordinations
title page
unknown
vicar general
vacancy
index of wills
