Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_29_0001,,,Outside of front board,,york:901168
Abp_Reg_29_0002,,,Pastedown on inside of front board; Paper,,york:901169
Abp_Reg_29_0003,,,Front flyleaf 1 (recto); Paper,,york:901170
Abp_Reg_29_0004,,,Front flyleaf 1 (verso); Paper,,york:901171
Abp_Reg_29_0005,,,Front flyleaf 2 (recto); Paper,,york:901172
Abp_Reg_29_0006,,,Front flyleaf 2 (verso); Paper,,york:901173
Abp_Reg_29_0007,,,Front flyleaf 3 (recto); Paper,,york:901174
Abp_Reg_29_0008,,,Front flyleaf 3 (verso); Paper,,york:901175
Abp_Reg_29_0009,i,r,,,york:901176
Abp_Reg_29_0010,i,r,,UV,york:901177
Abp_Reg_29_0011,i,v,,,york:901178
Abp_Reg_29_0012,ii,r,Paper,,york:901179
Abp_Reg_29_0013,ii,v,Paper,,york:901180
Abp_Reg_29_0014,iii,r,Index; Paper,,york:901181
Abp_Reg_29_0015,iii,v,Index; Paper,,york:901182
Abp_Reg_29_0016,iv,r,Index; Paper,,york:901183
Abp_Reg_29_0017,iv,v,Index; Paper,,york:901184
Abp_Reg_29_0018,v,r,Index; Paper,,york:901185
Abp_Reg_29_0019,v,v,Index; Paper,,york:901186
Abp_Reg_29_0020,vi,r,,,york:901187
Abp_Reg_29_0021,vi,v,,,york:901188
Abp_Reg_29_0022,12,r,,,york:901189
Abp_Reg_29_0023,12,v,,,york:901190
Abp_Reg_29_0024,13,r,,,york:901191
Abp_Reg_29_0025,13,v,,,york:901192
Abp_Reg_29_0026,14,r,,,york:901193
Abp_Reg_29_0027,14,v,,,york:901194
Abp_Reg_29_0028,16,r,No folio 15,,york:901195
Abp_Reg_29_0029,16,v,,,york:901196
Abp_Reg_29_0030,17,r,,,york:901197
Abp_Reg_29_0031,17,v,,,york:901198
Abp_Reg_29_0032,18,r,,,york:901199
Abp_Reg_29_0033,18,v,,,york:901200
Abp_Reg_29_0034,19,r,,,york:901201
Abp_Reg_29_0035,19,v,,,york:901202
Abp_Reg_29_0036,20,r,,,york:901203
Abp_Reg_29_0037,20,v,,,york:901204
Abp_Reg_29_0038,21,r,,,york:901205
Abp_Reg_29_0039,21,v,,,york:901206
Abp_Reg_29_0040,22,r,,,york:901207
Abp_Reg_29_0041,22,v,,,york:901208
Abp_Reg_29_0042,23,r,,,york:901209
Abp_Reg_29_0043,23,v,,,york:901210
Abp_Reg_29_0044,24,r,,,york:901211
Abp_Reg_29_0045,24,v,,,york:901212
Abp_Reg_29_0046,25,r,,,york:901213
Abp_Reg_29_0047,25,v,,,york:901214
Abp_Reg_29_0048,26,r,,,york:901215
Abp_Reg_29_0049,26,v,,,york:901216
Abp_Reg_29_0050,27,r,,,york:901217
Abp_Reg_29_0051,27,v,,,york:901218
Abp_Reg_29_0052,28,r,,,york:901219
Abp_Reg_29_0053,28,v,,,york:901220
Abp_Reg_29_0054,29,r,,,york:901221
Abp_Reg_29_0055,29,v,,,york:901222
Abp_Reg_29_0056,30,r,,,york:901223
Abp_Reg_29_0057,30,v,,,york:901224
Abp_Reg_29_0058,31,r,,,york:901225
