Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_04_0001,,,Outside of front board,,york:893018
Abp_Reg_04_0002,,,Pastedown on inside of front board; Paper,,york:893019
Abp_Reg_04_0003,,,Front flyleaf 1 (recto); Paper,,york:893020
Abp_Reg_04_0004,,,Front flyleaf 1 (verso); Paper,,york:893021
Abp_Reg_04_0005,,,Front flyleaf 2 (recto); Paper,,york:893022
Abp_Reg_04_0006,,,Front flyleaf 2 (verso); Paper,,york:893023
Abp_Reg_04_0007,,,Outside of trimmed front cover of contemporary limp parchment case,,york:893024
Abp_Reg_04_0008,,,Inside of trimmed front cover of contemporary limp parchment case; Foredge label (recto),,york:893025
Abp_Reg_04_0009,,,Inside of trimmed front cover of contemporary limp parchment case; Foredge label (verso),,york:893026
Abp_Reg_04_0010,1,r,,,york:893027
Abp_Reg_04_0011,1,v,,,york:893028
Abp_Reg_04_0012,1,v,,UV,york:893029
Abp_Reg_04_0013,2,r,,,york:893030
Abp_Reg_04_0014,2,r,,UV,york:893031
Abp_Reg_04_0015,2,v,,,york:893032
Abp_Reg_04_0016,3,r,,,york:893033
Abp_Reg_04_0017,3,v,,,york:893034
Abp_Reg_04_0018,4,r,,,york:893035
Abp_Reg_04_0019,4,v,,,york:893036
Abp_Reg_04_0020,5,r,,,york:893037
Abp_Reg_04_0021,5,v,,,york:893038
Abp_Reg_04_0022,6,r,,,york:893039
Abp_Reg_04_0023,6,v,,,york:893040
Abp_Reg_04_0024,7,r,,,york:893041
Abp_Reg_04_0025,7,v,,,york:893042
Abp_Reg_04_0026,8,r,,,york:893043
Abp_Reg_04_0027,8,v,,,york:893044
Abp_Reg_04_0028,9,r,,,york:893045
Abp_Reg_04_0029,9,v,,,york:893046
Abp_Reg_04_0030,10,r,,,york:893047
Abp_Reg_04_0031,10,v,,,york:893048
Abp_Reg_04_0032,11,r,,,york:893049
Abp_Reg_04_0033,11,v,,,york:893050
Abp_Reg_04_0034,12,r,,,york:893051
Abp_Reg_04_0035,12,v,,,york:893052
Abp_Reg_04_0036,13,r,,,york:893053
Abp_Reg_04_0037,13,r,,,york:893054
Abp_Reg_04_0038,13,r,,,york:893055
Abp_Reg_04_0039,13,v,,,york:893056
Abp_Reg_04_0040,14,r,,,york:893057
