Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_25_0001,,,Outside of front board,,york:898936
Abp_Reg_25_0002,,,Pastedown on inside of front board; Paper,,york:898937
Abp_Reg_25_0003,,,Front flyleaf 1 (recto); Paper,,york:898938
Abp_Reg_25_0004,,,Front flyleaf 1 (verso); Paper,,york:898939
Abp_Reg_25_0005,,,Front flyleaf 2 (recto); Paper,,york:898940
Abp_Reg_25_0006,,,Front flyleaf 2 (verso); Paper,,york:898941
Abp_Reg_25_0007,,,Outside of trimmed front cover of contemporary limp parchment case,,york:898942
Abp_Reg_25_0008,,,Inside of trimmed front cover of contemporary limp parchment case,,york:898943
Abp_Reg_25_0009,,,Fragment of manuscript waste used in contemporary binding 2 (verso),,york:898944
Abp_Reg_25_0010,,,Fragments of manuscript waste used in contemporary binding 1 (verso) and 2 (recto),,york:898945
Abp_Reg_25_0011,,,Fragment of manuscript waste used in contemporary binding 1 (recto),,york:898946
Abp_Reg_25_0012,,,Inside of trimmed front cover of contemporary limp parchment case; Folded paper guard for fragment of manuscript waste 2 (verso),,york:898947
Abp_Reg_25_0013,1,r,,,york:898948
Abp_Reg_25_0014,1,v,,,york:898949
Abp_Reg_25_0015,2,r,,,york:898950
Abp_Reg_25_0016,2,v,,,york:898951
Abp_Reg_25_0017,3,r,,,york:898952
Abp_Reg_25_0018,3,v,,,york:898953
Abp_Reg_25_0019,4,r,,,york:898954
Abp_Reg_25_0020,4,v,,,york:898955
Abp_Reg_25_0021,5,r,,,york:898956
Abp_Reg_25_0022,5,v,,,york:898957
Abp_Reg_25_0023,6,r,,,york:898958
Abp_Reg_25_0024,6,v,,,york:898959
Abp_Reg_25_0025,7,r,,,york:898960
Abp_Reg_25_0026,7,v,,,york:898961
Abp_Reg_25_0027,8,r,,,york:898962
Abp_Reg_25_0028,8,v,,,york:898963
Abp_Reg_25_0029,9,r,,,york:898964
Abp_Reg_25_0030,9,v,,,york:898965
Abp_Reg_25_0031,10,r,,,york:898966
Abp_Reg_25_0032,10,v,,,york:898967
Abp_Reg_25_0033,11,r,,,york:898968
Abp_Reg_25_0034,11,v,,,york:898969
Abp_Reg_25_0035,12,r,,,york:898970
Abp_Reg_25_0036,12,v,,,york:898971
Abp_Reg_25_0037,13,r,,,york:898972
Abp_Reg_25_0038,13,v,,,york:898973
Abp_Reg_25_0039,14,r,,,york:898974
Abp_Reg_25_0040,14,v,,,york:898975
Abp_Reg_25_0041,15,r,,,york:898976
Abp_Reg_25_0042,15,v,,,york:898977
Abp_Reg_25_0043,16,r,,,york:898978
Abp_Reg_25_0044,16,v,,,york:898979
Abp_Reg_25_0045,17,r,,,york:898980
Abp_Reg_25_0046,17,v,,,york:898981
Abp_Reg_25_0047,18,r,,,york:898982
Abp_Reg_25_0048,18,v,,,york:898983
Abp_Reg_25_0049,19,r,,,york:898984
Abp_Reg_25_0050,19,v,,,york:898985
Abp_Reg_25_0051,20,r,,,york:898986
Abp_Reg_25_0052,20,v,,,york:898987
Abp_Reg_25_0053,21,r,,,york:898988
Abp_Reg_25_0054,21,v,,,york:898989
Abp_Reg_25_0055,22,r,,,york:898990
Abp_Reg_25_0056,22,v,,,york:898991
Abp_Reg_25_0057,23,r,,,york:898992
Abp_Reg_25_0058,23,v,,,york:898993
Abp_Reg_25_0059,24,r,,,york:898994
Abp_Reg_25_0060,24,v,,,york:898995
Abp_Reg_25_0061,25,r,,,york:898996
Abp_Reg_25_0062,25,v,,,york:898997
Abp_Reg_25_0063,26,r,,,york:898998
Abp_Reg_25_0064,26,v,,,york:898999
Abp_Reg_25_0065,27,r,,,york:899000
Abp_Reg_25_0066,27,v,,,york:899001
Abp_Reg_25_0067,28,r,,,york:899002
Abp_Reg_25_0068,28,v,,,york:899003
Abp_Reg_25_0069,29,r,,,york:899004
Abp_Reg_25_0070,29,v,,,york:899005
Abp_Reg_25_0071,30,r,,,york:899006
Abp_Reg_25_0072,30,v,,,york:899007
Abp_Reg_25_0073,31,r,,,york:899008
Abp_Reg_25_0074,31,v,,,york:899009
Abp_Reg_25_0075,32,r,,,york:899010
Abp_Reg_25_0076,32,v,,,york:899011
Abp_Reg_25_0077,33,r,,,york:899012
Abp_Reg_25_0078,33,v,,,york:899013
Abp_Reg_25_0079,34,r,,,york:899014
Abp_Reg_25_0080,34,v,,,york:899015
Abp_Reg_25_0081,35,r,,,york:899016
Abp_Reg_25_0082,35,v,,,york:899017
Abp_Reg_25_0083,36,r,,,york:899018
Abp_Reg_25_0084,36,v,,,york:899019
Abp_Reg_25_0085,37,r,,,york:899020
Abp_Reg_25_0086,37,v,,,york:899021
Abp_Reg_25_0087,38,r,,,york:899022
Abp_Reg_25_0088,38,v,,,york:899023
Abp_Reg_25_0089,39,r,,,york:899024
Abp_Reg_25_0090,39,v,,,york:899025
Abp_Reg_25_0091,40,r,,,york:899026
Abp_Reg_25_0092,40,v,,,york:899027
Abp_Reg_25_0093,41,r,,,york:899028
Abp_Reg_25_0094,41,v,,,york:899029
Abp_Reg_25_0095,42,r,,,york:899030
Abp_Reg_25_0096,42,v,,,york:899031
Abp_Reg_25_0097,43,r,,,york:899032
Abp_Reg_25_0098,43,v,,,york:899033
Abp_Reg_25_0099,44,r,,,york:899034
Abp_Reg_25_0100,44,v,,,york:899035
Abp_Reg_25_0101,45,r,,,york:899036
Abp_Reg_25_0102,45,v,,,york:899037
Abp_Reg_25_0103,46,r,,,york:899038
Abp_Reg_25_0104,46,v,,,york:899039
Abp_Reg_25_0105,47,r,,,york:899040
Abp_Reg_25_0106,47,v,,,york:899041
Abp_Reg_25_0107,48,r,,,york:899042
Abp_Reg_25_0108,48,v,,,york:899043
Abp_Reg_25_0109,49,r,,,york:899044
Abp_Reg_25_0110,49,v,,,york:899045
Abp_Reg_25_0111,50,r,,,york:899046
