Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_21_0001,,,Outside of trimmed front cover of contemporary limp parchment case,,york:903263
Abp_Reg_21_0002,,,Inside of trimmed front cover of contemporary limp parchment case,,york:903264
Abp_Reg_21_0003,1,r,,,york:903265
Abp_Reg_21_0004,1,v,,,york:903266
Abp_Reg_21_0005,2,r,,,york:903267
Abp_Reg_21_0006,2,v,,,york:903268
Abp_Reg_21_0007,3,r,,,york:903269
Abp_Reg_21_0008,3,v,,,york:903270
Abp_Reg_21_0009,4,r,,,york:903271
Abp_Reg_21_0010,4,v,,,york:903272
Abp_Reg_21_0011,5,r,,,york:903273
Abp_Reg_21_0012,5,v,,,york:903274
Abp_Reg_21_0013,6,r,,,york:903275
Abp_Reg_21_0014,6,v,,,york:903276
Abp_Reg_21_0015,7,r,,,york:903277
Abp_Reg_21_0016,7,v,,,york:903278
Abp_Reg_21_0017,7A,r,,,york:903279
Abp_Reg_21_0018,7A,v,,,york:903280
Abp_Reg_21_0019,8,r,,,york:903281
Abp_Reg_21_0020,8,v,,,york:903282
Abp_Reg_21_0021,9,r,,,york:903283
Abp_Reg_21_0022,9,v,,,york:903284
Abp_Reg_21_0023,10,r,,,york:903285
Abp_Reg_21_0024,10,v,,,york:903286
Abp_Reg_21_0025,11,r,,,york:903287
Abp_Reg_21_0026,11,v,,,york:903288
Abp_Reg_21_0027,12,r,,,york:903289
Abp_Reg_21_0028,12,v,,,york:903290
Abp_Reg_21_0029,13,r,,,york:903291
Abp_Reg_21_0030,13,v,,,york:903292
Abp_Reg_21_0031,14,r,,,york:903293
Abp_Reg_21_0032,14,v,,,york:903294
Abp_Reg_21_0033,15,r,,,york:903295
Abp_Reg_21_0034,15,v,,,york:903296
Abp_Reg_21_0035,16,r,,,york:903297
Abp_Reg_21_0036,16,v,,,york:903298
Abp_Reg_21_0037,17,r,,,york:903299
Abp_Reg_21_0038,17,v,,,york:903300
Abp_Reg_21_0039,18,r,,,york:903301
Abp_Reg_21_0040,18,v,,,york:903302
Abp_Reg_21_0041,19,r,,,york:903303
Abp_Reg_21_0042,19,v,,,york:903304
Abp_Reg_21_0043,20,r,,,york:903305
Abp_Reg_21_0044,20,v,,,york:903306
Abp_Reg_21_0045,21,r,,,york:903307
Abp_Reg_21_0046,21,v,,,york:903308
Abp_Reg_21_0047,22,r,,,york:903309
Abp_Reg_21_0048,22,v,,,york:903310
Abp_Reg_21_0049,23,r,,,york:903311
Abp_Reg_21_0050,23,v,,,york:903312
Abp_Reg_21_0051,24,r,,,york:903313
Abp_Reg_21_0052,24,v,,,york:903314
Abp_Reg_21_0053,25,r,,,york:903315
Abp_Reg_21_0054,25,v,,,york:903316
Abp_Reg_21_0055,26,r,,,york:903317
Abp_Reg_21_0056,26,v,,,york:903318
Abp_Reg_21_0057,27,r,,,york:903319
Abp_Reg_21_0058,27,v,,,york:903320
Abp_Reg_21_0059,28,r,,,york:903321
Abp_Reg_21_0060,28,v,,,york:903322
Abp_Reg_21_0061,29,r,,,york:903323
Abp_Reg_21_0062,29,v,,,york:903324
Abp_Reg_21_0063,,,Inside of trimmed back cover of contemporary limp parchment case,,york:903325
Abp_Reg_21_0064,,,Outside of trimmed back cover of contemporary limp parchment case,,york:903326
Abp_Reg_21_0065,,,Back flyleaf 2 (recto); Paper,,york:903327
Abp_Reg_21_0066,,,Back flyleaf 2 (verso); Paper,,york:903328
Abp_Reg_21_0067,,,Back flyleaf 1 (recto); Paper,,york:903329
Abp_Reg_21_0068,,,Back flyleaf 1 (verso); Paper,,york:903330
Abp_Reg_21_0069,,,Pastedown on inside of back board; Paper,,york:903331
Abp_Reg_21_0070,,,Outside of back board,,york:903332
Abp_Reg_21_2000,,,Colour reference image,,york:903333
