Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_17_0001,,,Outside of front board,,york:898815
Abp_Reg_17_0002,,,Pastedown on inside of front board; Paper,,york:898816
Abp_Reg_17_0003,,,Front flyleaf 1 (recto); Paper,,york:898817
Abp_Reg_17_0004,,,Front flyleaf 1 (verso); Paper,,york:898818
Abp_Reg_17_0005,,,Front flyleaf 2 (recto); Paper,,york:898819
Abp_Reg_17_0006,,,Front flyleaf 2 (verso); Paper,,york:898820
Abp_Reg_17_0007,,,Outside of trimmed front cover of contemporary limp parchment case,,york:898821
Abp_Reg_17_0008,,,Inside of trimmed front cover of contemporary limp parchment case,,york:898822
Abp_Reg_17_0009,i,r,,,york:898823
Abp_Reg_17_0010,i,v,,,york:898824
Abp_Reg_17_0011,1,r,,,york:898825
Abp_Reg_17_0012,1,v,,,york:898826
Abp_Reg_17_0013,2,r,,,york:898827
Abp_Reg_17_0014,2,v,,,york:898828
Abp_Reg_17_0015,3,r,,,york:898829
Abp_Reg_17_0016,3,v,,,york:898830
Abp_Reg_17_0017,4,r,,,york:898831
Abp_Reg_17_0018,4,v,,,york:898832
Abp_Reg_17_0019,5,r,,,york:898833
Abp_Reg_17_0020,5,v,,,york:898834
Abp_Reg_17_0021,6,r,,,york:898835
Abp_Reg_17_0022,6,v,,,york:898836
Abp_Reg_17_0023,7,r,,,york:898837
Abp_Reg_17_0024,7,v,,,york:898838
Abp_Reg_17_0025,8,r,Guard,,york:898839
Abp_Reg_17_0026,7,v,Guard,,york:898840
Abp_Reg_17_0027,8,r,,,york:898841
Abp_Reg_17_0028,8,v,,,york:898842
Abp_Reg_17_0029,9,r,Guard,,york:898843
Abp_Reg_17_0030,8,v,Guard,,york:898844
Abp_Reg_17_0031,9,r,,,york:898845
Abp_Reg_17_0032,9,v,,,york:898846
Abp_Reg_17_0033,10,r,,,york:898847
Abp_Reg_17_0034,10,v,,,york:898848
Abp_Reg_17_0035,11,r,,,york:898849
Abp_Reg_17_0036,11,v,,,york:898850
Abp_Reg_17_0037,12,r,,,york:898851
Abp_Reg_17_0038,12,v,,,york:898852
Abp_Reg_17_0039,13,r,,,york:898853
Abp_Reg_17_0040,13,v,,,york:898854
Abp_Reg_17_0041,14,r,,,york:898855
Abp_Reg_17_0042,14,v,,,york:898856
Abp_Reg_17_0043,14A,r,,,york:898857
Abp_Reg_17_0044,14A,v,,,york:898858
Abp_Reg_17_0045,15,r,,,york:898859
Abp_Reg_17_0046,15,v,,,york:898860
Abp_Reg_17_0047,16,r,,,york:898861
Abp_Reg_17_0048,16,v,,,york:898862
Abp_Reg_17_0049,17,r,,,york:898863
Abp_Reg_17_0050,17,v,,,york:898864
Abp_Reg_17_0051,18,r,,,york:898865
Abp_Reg_17_0052,18,v,,,york:898866
Abp_Reg_17_0053,19,r,,,york:898867
Abp_Reg_17_0054,19,v,,,york:898868
Abp_Reg_17_0055,20,r,,,york:898869
Abp_Reg_17_0056,20,v,,,york:898870
Abp_Reg_17_0057,21,r,,,york:898871
Abp_Reg_17_0058,21,v,,,york:898872
Abp_Reg_17_0059,22,r,,,york:898873
