Image,Folio,Recto/Verso,Notes,UV,PID
Abp_Reg_10_0001,,,Outside of front board,,york:913291
Abp_Reg_10_0002,,,Pastedown on inside of front board,,york:913292
Abp_Reg_10_0003,,,Contemporary front pastedown (recto),,york:913293
Abp_Reg_10_0004,,,Contemporary front pastedown (verso),,york:913294
Abp_Reg_10_0005,,,Contemporary front flyleaf (recto),,york:913295
Abp_Reg_10_0006,,,Contemporary front flyleaf (verso); Foredge label (recto),,york:913296
Abp_Reg_10_0007,,,Contemporary front flyleaf (verso); Foredge label (verso),,york:913297
Abp_Reg_10_0008,i,r,Index; Paper,,york:913298
Abp_Reg_10_0009,i,v,Index; Paper,,york:913299
Abp_Reg_10_0010,ii,r,Index; Paper,,york:913300
Abp_Reg_10_0011,ii,v,Index; Paper,,york:913301
Abp_Reg_10_0012,iii,r,Index; Paper,,york:913302
Abp_Reg_10_0013,iii,v,Index; Paper,,york:913303
Abp_Reg_10_0014,iv,r,Index; Paper,,york:913304
Abp_Reg_10_0015,iv,v,Index; Paper,,york:913305
Abp_Reg_10_0016,v,r,Index; Paper,,york:913306
Abp_Reg_10_0017,v,v,Index; Paper,,york:913307
Abp_Reg_10_0018,vi,r,Index; Paper,,york:913308
Abp_Reg_10_0019,vi,v,Index; Paper,,york:913309
Abp_Reg_10_0020,vii,r,Index; Paper,,york:913310
Abp_Reg_10_0021,vii,v,Index; Paper,,york:913311
Abp_Reg_10_0022,viii,r,Index; Paper,,york:913312
Abp_Reg_10_0023,viii,v,Index; Paper,,york:913313
Abp_Reg_10_0024,ix,r,Index; Paper,,york:913314
Abp_Reg_10_0025,ix,v,Index; Paper,,york:913315
Abp_Reg_10_0026,x,r,Index; Paper,,york:913316
Abp_Reg_10_0027,x,v,Index; Paper,,york:913317
Abp_Reg_10_0028,xi,r,Index; Paper,,york:913318
Abp_Reg_10_0029,xi,v,Index; Paper,,york:913319
Abp_Reg_10_0030,xii,r,Index; Paper,,york:913320
Abp_Reg_10_0031,xii,v,Index; Paper,,york:913321
Abp_Reg_10_0032,xiii,r,,,york:913322
Abp_Reg_10_0033,xiii,v,,,york:913323
Abp_Reg_10_0034,xiv,r,,,york:913324
Abp_Reg_10_0035,xiv,v,,,york:913325
Abp_Reg_10_0036,xv,r,,,york:913326
Abp_Reg_10_0037,xv,v,,,york:913327
Abp_Reg_10_0038,xvi,r,,,york:913328
Abp_Reg_10_0039,xvi,v,,,york:913329
Abp_Reg_10_0040,1,r,,,york:913330
Abp_Reg_10_0041,1,v,,,york:913331
Abp_Reg_10_0042,2,r,,,york:913332
Abp_Reg_10_0043,2,v,,,york:913333
Abp_Reg_10_0044,3,r,,,york:913334
Abp_Reg_10_0045,3,v,,,york:913335
Abp_Reg_10_0046,4,r,,,york:913336
Abp_Reg_10_0047,4,v,,,york:913337
Abp_Reg_10_0048,5,r,,,york:913338
