Image,folio,recto/verso,Notes,UV,PID
Inst_AB_06_0001,,,Outside of front board covered with front cover of contemporary limp parchment case,,york:908670
Inst_AB_06_0002,,,Pastedown on inside of front board,,york:908671
Inst_AB_06_0003,,,Front flyleaf (recto),,york:908672
Inst_AB_06_0004,,,Front flyleaf (verso),,york:908673
Inst_AB_06_0005,1,,,,york:908674
Inst_AB_06_0006,2,,,,york:908675
Inst_AB_06_0007,3,,,,york:908676
Inst_AB_06_0008,4,,,,york:908677
Inst_AB_06_0009,5,,,,york:908678
Inst_AB_06_0010,6,,,,york:908679
Inst_AB_06_0011,7,,,,york:908680
Inst_AB_06_0012,8,,,,york:908681
Inst_AB_06_0013,9,,,,york:908682
Inst_AB_06_0014,10,,,,york:908683
Inst_AB_06_0015,11,,,,york:908684
Inst_AB_06_0016,12,,,,york:908685
Inst_AB_06_0017,13,,,,york:908686
Inst_AB_06_0018,14,,,,york:908687
Inst_AB_06_0019,15,,,,york:908688
Inst_AB_06_0020,16,,,,york:908689
Inst_AB_06_0021,17,,,,york:908690
Inst_AB_06_0022,18,,,,york:908691
Inst_AB_06_0023,19,,,,york:908692
Inst_AB_06_0024,20,,,,york:908693
Inst_AB_06_0025,21,,,,york:908694
Inst_AB_06_0026,22,,,,york:908695
Inst_AB_06_0027,23,,,,york:908696
Inst_AB_06_0028,24,,,,york:908697
Inst_AB_06_0029,25,,,,york:908698
Inst_AB_06_0030,26,,,,york:908699
Inst_AB_06_0031,27,,,,york:908700
Inst_AB_06_0032,28,,,,york:908701
Inst_AB_06_0033,29,,,,york:908702
Inst_AB_06_0034,30,,,,york:908703
Inst_AB_06_0035,31,,,,york:908704
Inst_AB_06_0036,32,,,,york:908705
Inst_AB_06_0037,33,,,,york:908706
Inst_AB_06_0038,34,,,,york:908707
Inst_AB_06_0039,35,,,,york:908708
Inst_AB_06_0040,36,,,,york:908709
Inst_AB_06_0041,37,,,,york:908710
Inst_AB_06_0042,38,,,,york:908711
Inst_AB_06_0043,39,,,,york:908712
Inst_AB_06_0044,40,,,,york:908713
Inst_AB_06_0045,41,,,,york:908714
Inst_AB_06_0046,42,,,,york:908715
Inst_AB_06_0047,43,,,,york:908716
Inst_AB_06_0048,44,,,,york:908717
Inst_AB_06_0049,45,,,,york:908718
Inst_AB_06_0050,46,,,,york:908719
Inst_AB_06_0051,47,,,,york:908720
Inst_AB_06_0052,48,,,,york:908721
Inst_AB_06_0053,49,,,,york:908722
Inst_AB_06_0054,50,,,,york:908723
Inst_AB_06_0055,51,,,,york:908724
Inst_AB_06_0056,52,,,,york:908725
Inst_AB_06_0057,53,,,,york:908726
Inst_AB_06_0058,54,,,,york:908727
Inst_AB_06_0059,55,,,,york:908728
Inst_AB_06_0060,56,,,,york:908729
Inst_AB_06_0061,57,,,,york:908730
Inst_AB_06_0062,58,,,,york:908731
Inst_AB_06_0063,59,,,,york:908732
Inst_AB_06_0064,60,,,,york:908733
Inst_AB_06_0065,61,,,,york:908734
Inst_AB_06_0066,62,,,,york:908735
Inst_AB_06_0067,63,,,,york:908736
Inst_AB_06_0068,64,,,,york:908737
Inst_AB_06_0069,65,,,,york:908738
Inst_AB_06_0070,66,,,,york:908739
Inst_AB_06_0071,67,,,,york:908740
Inst_AB_06_0072,68,,,,york:908741
Inst_AB_06_0073,69,,,,york:908742
Inst_AB_06_0074,70,,,,york:908743
Inst_AB_06_0075,71,,,,york:908744
Inst_AB_06_0076,72,,,,york:908745
Inst_AB_06_0077,73,,,,york:908746
Inst_AB_06_0078,74,,,,york:908747
Inst_AB_06_0079,75,,,,york:908748
Inst_AB_06_0080,76,,,,york:908749
Inst_AB_06_0081,77,,,,york:908750
Inst_AB_06_0082,78,,,,york:908751
Inst_AB_06_0083,79,,,,york:908752
Inst_AB_06_0084,80,,,,york:908753
Inst_AB_06_0085,81,,,,york:908754
Inst_AB_06_0086,82,,,,york:908755
Inst_AB_06_0087,83,,,,york:908756
Inst_AB_06_0088,84,,,,york:908757
Inst_AB_06_0089,85,,,,york:908758
Inst_AB_06_0090,86,,,,york:908759
Inst_AB_06_0091,87,,,,york:908760
Inst_AB_06_0092,88,,,,york:908761
Inst_AB_06_0093,89,,,,york:908762
Inst_AB_06_0094,90,,,,york:908763
Inst_AB_06_0095,91,,,,york:908764
Inst_AB_06_0096,92,,,,york:908765
Inst_AB_06_0097,93,,,,york:908766
Inst_AB_06_0098,94,,,,york:908767
Inst_AB_06_0099,95,,,,york:908768
Inst_AB_06_0100,96,,,,york:908769
Inst_AB_06_0101,97,,,,york:908770
Inst_AB_06_0102,98,,,,york:908771
Inst_AB_06_0103,99,,,,york:908772
Inst_AB_06_0104,100,,,,york:908773
Inst_AB_06_0105,101,,,,york:908774
Inst_AB_06_0106,102,,,,york:908775
Inst_AB_06_0107,103,,,,york:908776
Inst_AB_06_0108,104,,,,york:908777
Inst_AB_06_0109,105,,,,york:908778
Inst_AB_06_0110,106,,,,york:908779
Inst_AB_06_0111,107,,,,york:908780
Inst_AB_06_0112,108,,,,york:908781
Inst_AB_06_0113,109,,,,york:908782
Inst_AB_06_0114,110,,,,york:908783
Inst_AB_06_0115,111,,,,york:908784
Inst_AB_06_0116,112,,,,york:908785
Inst_AB_06_0117,113,,,,york:908786
Inst_AB_06_0118,114,,,,york:908787
Inst_AB_06_0119,115,,,,york:908788
Inst_AB_06_0120,116,,,,york:908789
Inst_AB_06_0121,117,,,,york:908790
Inst_AB_06_0122,118,,,,york:908791
Inst_AB_06_0123,119,,,,york:908792
Inst_AB_06_0124,120,,,,york:908793
Inst_AB_06_0125,121,,,,york:908794
Inst_AB_06_0126,122,,,,york:908795
Inst_AB_06_0127,123,,,,york:908796
Inst_AB_06_0128,124,,,,york:908797
Inst_AB_06_0129,125,,,,york:908798
Inst_AB_06_0130,126,,,,york:908799
Inst_AB_06_0131,127,,,,york:908800
Inst_AB_06_0132,128,,,,york:908801
Inst_AB_06_0133,129,,,,york:908802
Inst_AB_06_0134,130,,,,york:908803
Inst_AB_06_0135,131,,,,york:908804
Inst_AB_06_0136,132,,,,york:908805
Inst_AB_06_0137,133,,,,york:908806
Inst_AB_06_0138,134,,,,york:908807
Inst_AB_06_0139,135,,,,york:908808
Inst_AB_06_0140,136,,,,york:908809
Inst_AB_06_0141,137,,,,york:908810
Inst_AB_06_0142,138,,,,york:908811
Inst_AB_06_0143,139,,,,york:908812
Inst_AB_06_0144,140,,,,york:908813
Inst_AB_06_0145,141,,,,york:908814
Inst_AB_06_0146,142,,,,york:908815
Inst_AB_06_0147,143,,,,york:908816
Inst_AB_06_0148,144,,,,york:908817
Inst_AB_06_0149,145,,,,york:908818
Inst_AB_06_0150,146,,,,york:908819
Inst_AB_06_0151,147,,,,york:908820
Inst_AB_06_0152,148,,,,york:908821
Inst_AB_06_0153,149,,,,york:908822
Inst_AB_06_0154,150,,,,york:908823
Inst_AB_06_0155,151,,,,york:908824
Inst_AB_06_0156,152,,,,york:908825
Inst_AB_06_0157,153,,,,york:908826
Inst_AB_06_0158,154,,,,york:908827
Inst_AB_06_0159,155,,,,york:908828
Inst_AB_06_0160,156,,,,york:908829
Inst_AB_06_0161,157,,,,york:908830
Inst_AB_06_0162,158,,,,york:908831
Inst_AB_06_0163,159,,,,york:908832
Inst_AB_06_0164,160,,,,york:908833
Inst_AB_06_0165,161,,,,york:908834
Inst_AB_06_0166,162,,,,york:908835
Inst_AB_06_0167,163,,,,york:908836
Inst_AB_06_0168,164,,,,york:908837
Inst_AB_06_0169,165,,,,york:908838
Inst_AB_06_0170,166,,,,york:908839
Inst_AB_06_0171,167,,,,york:908840
Inst_AB_06_0172,168,,,,york:908841
Inst_AB_06_0173,169,,,,york:908842
Inst_AB_06_0174,170,,,,york:908843
Inst_AB_06_0175,171,,,,york:908844
Inst_AB_06_0176,172,,,,york:908845
Inst_AB_06_0177,173,,,,york:908846
Inst_AB_06_0178,174,,,,york:908847
Inst_AB_06_0179,175,,,,york:908848
Inst_AB_06_0180,176,,,,york:908849
Inst_AB_06_0181,177,,,,york:908850
Inst_AB_06_0182,178,,,,york:908851
Inst_AB_06_0183,179,,,,york:908852
Inst_AB_06_0184,180,,,,york:908853
Inst_AB_06_0185,181,,,,york:908854
Inst_AB_06_0186,182,,,,york:908855
Inst_AB_06_0187,183,,,,york:908856
Inst_AB_06_0188,184,,,,york:908857
Inst_AB_06_0189,185,,,,york:908858
Inst_AB_06_0190,186,,,,york:908859
Inst_AB_06_0191,187,,,,york:908860
Inst_AB_06_0192,188,,,,york:908861
Inst_AB_06_0193,189,,,,york:908862
Inst_AB_06_0194,190,,,,york:908863
Inst_AB_06_0195,191,,,,york:908864
Inst_AB_06_0196,192,,,,york:908865
Inst_AB_06_0197,193,,,,york:908866
Inst_AB_06_0198,194,,,,york:908867
Inst_AB_06_0199,195,,,,york:908868
Inst_AB_06_0200,196,,,,york:908869
Inst_AB_06_0201,197,,,,york:908870
Inst_AB_06_0202,198,,,,york:908871
Inst_AB_06_0203,199,,,,york:908872
Inst_AB_06_0204,200,,,,york:908873
Inst_AB_06_0205,201,,,,york:908874
Inst_AB_06_0206,202,,,,york:908875
Inst_AB_06_0207,203,,,,york:908876
Inst_AB_06_0208,204,,,,york:908877
Inst_AB_06_0209,205,,,,york:908878
Inst_AB_06_0210,206,,,,york:908879
Inst_AB_06_0211,207,,,,york:908880
Inst_AB_06_0212,208,,,,york:908881
Inst_AB_06_0213,209,,,,york:908882
Inst_AB_06_0214,210,,,,york:908883
Inst_AB_06_0215,211,,,,york:908884
Inst_AB_06_0216,212,,,,york:908885
Inst_AB_06_0217,213,,,,york:908886
Inst_AB_06_0218,214,,,,york:908887
Inst_AB_06_0219,215,,,,york:908888
Inst_AB_06_0220,216,,,,york:908889
Inst_AB_06_0221,217,,,,york:908890
Inst_AB_06_0222,218,,,,york:908891
Inst_AB_06_0223,219,,,,york:908892
Inst_AB_06_0224,220,,,,york:908893
Inst_AB_06_0225,221,,,,york:908894
Inst_AB_06_0226,222,,,,york:908895
Inst_AB_06_0227,223,,,,york:908896
Inst_AB_06_0228,224,,,,york:908897
Inst_AB_06_0229,225,,,,york:908898
Inst_AB_06_0230,226,,,,york:908899
Inst_AB_06_0231,227,,,,york:908900
Inst_AB_06_0232,228,,,,york:908901
Inst_AB_06_0233,229,,,,york:908902
Inst_AB_06_0234,230,,,,york:908903
Inst_AB_06_0235,231,,,,york:908904
Inst_AB_06_0236,232,,,,york:908905
Inst_AB_06_0237,233,,,,york:908906
Inst_AB_06_0238,234,,,,york:908907
Inst_AB_06_0239,235,,,,york:908908
Inst_AB_06_0240,236,,,,york:908909
Inst_AB_06_0241,237,,,,york:908910
Inst_AB_06_0242,238,,,,york:908911
Inst_AB_06_0243,239,,,,york:908912
Inst_AB_06_0244,240,,,,york:908913
Inst_AB_06_0245,241,,,,york:908914
Inst_AB_06_0246,242,,,,york:908915
Inst_AB_06_0247,243,,,,york:908916
Inst_AB_06_0248,244,,,,york:908917
Inst_AB_06_0249,245,,,,york:908918
Inst_AB_06_0250,246,,,,york:908919
Inst_AB_06_0251,247,,,,york:908920
Inst_AB_06_0252,248,,,,york:908921
Inst_AB_06_0253,249,,,,york:908922
Inst_AB_06_0254,250,,,,york:908923
Inst_AB_06_0255,251,,,,york:908924
Inst_AB_06_0256,252,,,,york:908925
Inst_AB_06_0257,253,,,,york:908926
Inst_AB_06_0258,254,,,,york:908927
Inst_AB_06_0259,255,,,,york:908928
Inst_AB_06_0260,256,,,,york:908929
Inst_AB_06_0261,257,,,,york:908930
Inst_AB_06_0262,258,,,,york:908931
Inst_AB_06_0263,259,,,,york:908932
Inst_AB_06_0264,260,,,,york:908933
Inst_AB_06_0265,261,,,,york:908934
Inst_AB_06_0266,262,,,,york:908935
Inst_AB_06_0267,263,,,,york:908936
Inst_AB_06_0268,264,,,,york:908937
Inst_AB_06_0269,265,,,,york:908938
Inst_AB_06_0270,266,,,,york:908939
Inst_AB_06_0271,267,,,,york:908940
Inst_AB_06_0272,268,,,,york:908941
Inst_AB_06_0273,269,,,,york:908942
Inst_AB_06_0274,270,,,,york:908943
Inst_AB_06_0275,271,,,,york:908944
Inst_AB_06_0276,272,,,,york:908945
Inst_AB_06_0277,273,,,,york:908946
Inst_AB_06_0278,274,,,,york:908947
Inst_AB_06_0279,275,,,,york:908948
Inst_AB_06_0280,276,,,,york:908949
Inst_AB_06_0281,277,,,,york:908950
Inst_AB_06_0282,278,,,,york:908951
Inst_AB_06_0283,279,,,,york:908952
Inst_AB_06_0284,280,,,,york:908953
Inst_AB_06_0285,281,,,,york:908954
Inst_AB_06_0286,282,,,,york:908955
Inst_AB_06_0287,283,,,,york:908956
Inst_AB_06_0288,284,,,,york:908957
Inst_AB_06_0289,285,,,,york:908958
Inst_AB_06_0290,286,,,,york:908959
Inst_AB_06_0291,287,,,,york:908960
Inst_AB_06_0292,288,,,,york:908961
Inst_AB_06_0293,289,,,,york:908962
Inst_AB_06_0294,290,,,,york:908963
Inst_AB_06_0295,291,,,,york:908964
Inst_AB_06_0296,292,,,,york:908965
Inst_AB_06_0297,293,,,,york:908966
Inst_AB_06_0298,294,,,,york:908967
Inst_AB_06_0299,295,,,,york:908968
Inst_AB_06_0300,296,,,,york:908969
Inst_AB_06_0301,297,,,,york:908970
Inst_AB_06_0302,298,,,,york:908971
Inst_AB_06_0303,299,,,,york:908972
Inst_AB_06_0304,300,,,,york:908973
Inst_AB_06_0305,301,,,,york:908974
Inst_AB_06_0306,302,,,,york:908975
Inst_AB_06_0307,303,,,,york:908976
Inst_AB_06_0308,304,,,,york:908977
Inst_AB_06_0309,305,,,,york:908978
Inst_AB_06_0310,306,,,,york:908979
Inst_AB_06_0311,307,,,,york:908980
Inst_AB_06_0312,308,,,,york:908981
Inst_AB_06_0313,309,,,,york:908982
Inst_AB_06_0314,310,,,,york:908983
Inst_AB_06_0315,311,,,,york:908984
Inst_AB_06_0316,312,,,,york:908985
Inst_AB_06_0317,313,,,,york:908986
Inst_AB_06_0318,314,,,,york:908987
Inst_AB_06_0319,315,,,,york:908988
Inst_AB_06_0320,316,,,,york:908989
Inst_AB_06_0321,317,,,,york:908990
Inst_AB_06_0322,318,,,,york:908991
Inst_AB_06_0323,319,,,,york:908992
Inst_AB_06_0324,320,,,,york:908993
Inst_AB_06_0325,321,,,,york:908994
Inst_AB_06_0326,322,,,,york:908996
Inst_AB_06_0327,323,,,,york:908997
Inst_AB_06_0328,324,,,,york:908998
Inst_AB_06_0329,325,,,,york:908999
Inst_AB_06_0330,326,,,,york:909000
Inst_AB_06_0331,327,,,,york:909001
Inst_AB_06_0332,328,,,,york:909002
Inst_AB_06_0333,329,,,,york:909003
Inst_AB_06_0334,330,,,,york:909004
Inst_AB_06_0335,331,,,,york:909005
Inst_AB_06_0336,332,,,,york:909006
Inst_AB_06_0337,333,,,,york:909007
Inst_AB_06_0338,334,,,,york:909008
Inst_AB_06_0339,335,,,,york:909009
Inst_AB_06_0340,336,,,,york:909010
Inst_AB_06_0341,337,,,,york:909011
Inst_AB_06_0342,338,,,,york:909012
Inst_AB_06_0343,339,,,,york:909013
Inst_AB_06_0344,340,,,,york:909014
Inst_AB_06_0345,341,,,,york:909015
Inst_AB_06_0346,342,,,,york:909016
Inst_AB_06_0347,343,,,,york:909017
Inst_AB_06_0348,344,,,,york:909018
Inst_AB_06_0349,345,,,,york:909019
Inst_AB_06_0350,346,,,,york:909020
Inst_AB_06_0351,347,,,,york:909021
Inst_AB_06_0352,348,,,,york:909022
Inst_AB_06_0353,349,,,,york:909023
Inst_AB_06_0354,350,,,,york:909024
Inst_AB_06_0355,351,,,,york:909025
Inst_AB_06_0356,352,,,,york:909026
Inst_AB_06_0357,353,,,,york:909027
Inst_AB_06_0358,354,,,,york:909028
Inst_AB_06_0359,355,,,,york:909029
Inst_AB_06_0360,356,,,,york:909030
Inst_AB_06_0361,357,,,,york:909031
Inst_AB_06_0362,358,,,,york:909032
Inst_AB_06_0363,359,,,,york:909033
Inst_AB_06_0364,360,,,,york:909034
Inst_AB_06_0365,361,,,,york:909035
Inst_AB_06_0366,362,,,,york:909036
Inst_AB_06_0367,363,,,,york:909037
Inst_AB_06_0368,364,,,,york:909038
Inst_AB_06_0369,365,,,,york:909039
Inst_AB_06_0370,366,,,,york:909040
Inst_AB_06_0371,367,,,,york:909041
Inst_AB_06_0372,368,,,,york:909042
Inst_AB_06_0373,369,,,,york:909043
Inst_AB_06_0374,370,,,,york:909044
Inst_AB_06_0375,371,,,,york:909045
Inst_AB_06_0376,372,,,,york:909046
Inst_AB_06_0377,373,,,,york:909047
Inst_AB_06_0378,374,,,,york:909048
Inst_AB_06_0379,375,,,,york:909049
Inst_AB_06_0380,376,,,,york:909050
Inst_AB_06_0381,377,,,,york:909051
Inst_AB_06_0382,378,,,,york:909052
Inst_AB_06_0383,379,,,,york:909053
Inst_AB_06_0384,380,,,,york:909054
Inst_AB_06_0385,381,,,,york:909055
Inst_AB_06_0386,382,,,,york:909056
Inst_AB_06_0387,383,,,,york:909057
Inst_AB_06_0388,384,,,,york:909058
Inst_AB_06_0389,385,,,,york:909059
Inst_AB_06_0390,386,,,,york:909060
Inst_AB_06_0391,387,,,,york:909061
Inst_AB_06_0392,388,,,,york:909062
Inst_AB_06_0393,389,,,,york:909063
Inst_AB_06_0394,390,,,,york:909064
Inst_AB_06_0395,391,,,,york:909065
Inst_AB_06_0396,392,,,,york:909066
Inst_AB_06_0397,393,,,,york:909067
Inst_AB_06_0398,394,,,,york:909068
Inst_AB_06_0399,395,,,,york:909069
Inst_AB_06_0400,396,,,,york:909070
Inst_AB_06_0401,397,,,,york:909071
Inst_AB_06_0402,398,,,,york:909072
Inst_AB_06_0403,399,,,,york:909073
Inst_AB_06_0404,400,,,,york:909074
Inst_AB_06_0405,401,,,,york:909075
Inst_AB_06_0406,402,,,,york:909076
Inst_AB_06_0407,403,,,,york:909077
Inst_AB_06_0408,404,,,,york:909078
Inst_AB_06_0409,405,,,,york:909079
Inst_AB_06_0410,406,,,,york:909080
Inst_AB_06_0411,407,,,,york:909081
Inst_AB_06_0412,408,,,,york:909082
Inst_AB_06_0413,409,,,,york:909083
Inst_AB_06_0414,410,,,,york:909084
Inst_AB_06_0415,411,,,,york:909085
Inst_AB_06_0416,412,,,,york:909086
Inst_AB_06_0417,413,,,,york:909087
Inst_AB_06_0418,414,,,,york:909088
Inst_AB_06_0419,415,,,,york:909089
Inst_AB_06_0420,416,,,,york:909090
Inst_AB_06_0421,417,,,,york:909091
Inst_AB_06_0422,418,,,,york:909092
Inst_AB_06_0423,419,,,,york:909093
Inst_AB_06_0424,420,,,,york:909094
Inst_AB_06_0425,421,,,,york:909095
Inst_AB_06_0426,422,,,,york:909096
Inst_AB_06_0427,423,,,,york:909097
Inst_AB_06_0428,424,,,,york:909098
Inst_AB_06_0429,425,,,,york:909099
Inst_AB_06_0430,426,,,,york:909100
Inst_AB_06_0431,427,,,,york:909101
Inst_AB_06_0432,428,,,,york:909102
Inst_AB_06_0433,429,,,,york:909103
Inst_AB_06_0434,430,,,,york:909104
Inst_AB_06_0435,431,,,,york:909105
Inst_AB_06_0436,432,,,,york:909106
Inst_AB_06_0437,433,,,,york:909107
Inst_AB_06_0438,434,,,,york:909108
Inst_AB_06_0439,435,,,,york:909109
Inst_AB_06_0440,436,,,,york:909110
Inst_AB_06_0441,437,,,,york:909111
Inst_AB_06_0442,438,,,,york:909112
Inst_AB_06_0443,439,,,,york:909113
Inst_AB_06_0444,440,,,,york:909114
Inst_AB_06_0445,441,,,,york:909115
Inst_AB_06_0446,442,,,,york:909116
Inst_AB_06_0447,443,,,,york:909117
Inst_AB_06_0448,444,,,,york:909118
Inst_AB_06_0449,445,,,,york:909119
Inst_AB_06_0450,446,,,,york:909120
