Image,folio,recto/verso,Notes,UV,PID
Inst_AB_05_0001,,,Outside of front board,,york:903789
Inst_AB_05_0002,,,Pastedown on inside of front board,,york:903790
Inst_AB_05_0003,,,Front flyleaf 1 (recto),,york:903791
Inst_AB_05_0004,,,Front flyleaf 1 (verso),,york:903792
Inst_AB_05_0005,,,Front flyleaf 2 (recto),,york:903793
Inst_AB_05_0006,,,Front flyleaf 2 (verso),,york:903794
Inst_AB_05_0007,i,,Index,,york:903795
Inst_AB_05_0008,ii,,Index,,york:903796
Inst_AB_05_0009,iii,,Index,,york:903797
Inst_AB_05_0010,iv,,Index,,york:903798
Inst_AB_05_0011,v,,Index,,york:903799
Inst_AB_05_0012,vi,,Index,,york:903800
Inst_AB_05_0013,vii,,Index,,york:903801
Inst_AB_05_0014,viii,,Index,,york:903802
Inst_AB_05_0015,ix,,Index,,york:903803
Inst_AB_05_0016,x,,,,york:903804
Inst_AB_05_0017,xi,,,,york:903805
Inst_AB_05_0018,xii,,,,york:903806
Inst_AB_05_0019,1,,,,york:903807
Inst_AB_05_0020,2,,,,york:903808
Inst_AB_05_0021,3,,,,york:903809
Inst_AB_05_0022,4,,,,york:903810
Inst_AB_05_0023,5A,r,,,york:903811
Inst_AB_05_0024,5A,r,,,york:903812
Inst_AB_05_0025,5A,v,,,york:903813
Inst_AB_05_0026,5A,v,,,york:903814
Inst_AB_05_0027,5,,,,york:903815
Inst_AB_05_0028,6,,,,york:903816
Inst_AB_05_0029,7,,,,york:903817
Inst_AB_05_0030,8,,,,york:903818
Inst_AB_05_0031,9,,,,york:903819
Inst_AB_05_0032,10,,,,york:903820
Inst_AB_05_0033,11,,,,york:903821
Inst_AB_05_0034,12,,,,york:903822
Inst_AB_05_0035,13A,r,,,york:903823
Inst_AB_05_0036,13A,r,,,york:903824
Inst_AB_05_0037,13A,v,,,york:903825
Inst_AB_05_0038,13A,v,,,york:903826
Inst_AB_05_0039,13,,,,york:903827
Inst_AB_05_0040,14,,,,york:903828
Inst_AB_05_0041,15,,,,york:903829
Inst_AB_05_0042,16,,,,york:903830
Inst_AB_05_0043,17A,r,,,york:903831
Inst_AB_05_0044,17A,r,,,york:903832
Inst_AB_05_0045,17A,v,,,york:903833
Inst_AB_05_0046,17A,v,,,york:903834
Inst_AB_05_0047,17,,,,york:903835
Inst_AB_05_0048,18,,,,york:903836
Inst_AB_05_0049,19,,,,york:903837
Inst_AB_05_0050,20,,,,york:903838
Inst_AB_05_0051,21A,r,,,york:903839
Inst_AB_05_0052,21A,r,,,york:903840
Inst_AB_05_0053,21A,v,,,york:903841
Inst_AB_05_0054,21A,v,,,york:903842
Inst_AB_05_0055,21,,,,york:903843
Inst_AB_05_0056,22,,,,york:903844
Inst_AB_05_0057,23,,,,york:903845
Inst_AB_05_0058,24,,,,york:903846
Inst_AB_05_0059,33A,r,,,york:903847
Inst_AB_05_0060,33A,r,,,york:903848
Inst_AB_05_0061,33A,v,,,york:903849
Inst_AB_05_0062,33A,v,,,york:903850
Inst_AB_05_0063,33,,,,york:903851
Inst_AB_05_0064,34,,,,york:903852
Inst_AB_05_0065,35A,r,,,york:903853
Inst_AB_05_0066,35A,r,,,york:903854
Inst_AB_05_0067,35A,v,,,york:903855
Inst_AB_05_0068,35A,v,,,york:903856
Inst_AB_05_0069,35,,,,york:903857
Inst_AB_05_0070,36,,,,york:903858
Inst_AB_05_0071,37,,,,york:903859
Inst_AB_05_0072,38,,,,york:903860
Inst_AB_05_0073,39,,,,york:903861
Inst_AB_05_0074,40,,,,york:903862
Inst_AB_05_0075,41,,,,york:903863
Inst_AB_05_0076,42,,,,york:903864
Inst_AB_05_0077,43,,,,york:903865
Inst_AB_05_0078,44,,,,york:903866
Inst_AB_05_0079,45,,,,york:903867
Inst_AB_05_0080,46,,,,york:903868
Inst_AB_05_0081,47,,,,york:903869
Inst_AB_05_0082,48,,,,york:903870
Inst_AB_05_0083,49,,,,york:903871
Inst_AB_05_0084,50,,,,york:903872
Inst_AB_05_0085,51A,r,,,york:903873
Inst_AB_05_0086,51A,r,,,york:903874
Inst_AB_05_0087,51A,v,,,york:903875
Inst_AB_05_0088,51A,v,,,york:903876
Inst_AB_05_0089,51,,,,york:903877
Inst_AB_05_0090,52,,,,york:903878
Inst_AB_05_0091,53A,r,,,york:903879
Inst_AB_05_0092,53A,r,,,york:903880
Inst_AB_05_0093,53A,v,,,york:903881
Inst_AB_05_0094,53A,v,,,york:903882
Inst_AB_05_0095,53,,,,york:903883
Inst_AB_05_0096,54,,,,york:903884
Inst_AB_05_0097,55A,r,,,york:903885
Inst_AB_05_0098,55A,r,,,york:903886
Inst_AB_05_0099,55A,v,,,york:903887
Inst_AB_05_0100,55A,v,,,york:903888
Inst_AB_05_0101,55,,,,york:903889
Inst_AB_05_0102,56,,,,york:903890
Inst_AB_05_0103,57A,r,,,york:903891
Inst_AB_05_0104,57A,r,,,york:903892
Inst_AB_05_0105,57A,v,,,york:903893
Inst_AB_05_0106,57A,v,,,york:903894
Inst_AB_05_0107,57,,,,york:903895
Inst_AB_05_0108,58,,,,york:903896
Inst_AB_05_0109,59A,r,,,york:903897
Inst_AB_05_0110,59A,r,,,york:903898
Inst_AB_05_0111,59A,v,,,york:903899
Inst_AB_05_0112,59A,v,,,york:903900
Inst_AB_05_0113,59,,,,york:903901
Inst_AB_05_0114,60,,,,york:903902
Inst_AB_05_0115,61,,,,york:903903
Inst_AB_05_0116,62,,,,york:903904
Inst_AB_05_0117,63A,r,,,york:903905
Inst_AB_05_0118,63A,r,,,york:903906
Inst_AB_05_0119,63A,v,,,york:903907
