Image,folio,recto/verso,Notes,UV,PID
Abp_Reg_05_0001,,,Outside of front board,,york:893430
Abp_Reg_05_0002,,,Pastedown on inside of front board; Paper,,york:893431
Abp_Reg_05_0003,,,Front flyleaf 1 (recto); Paper,,york:893432
Abp_Reg_05_0004,,,Front flyleaf 1 (verso); Paper,,york:893433
Abp_Reg_05_0005,,,Front flyleaf 2 (recto); Paper,,york:893434
Abp_Reg_05_0006,,,Front flyleaf 2 (verso); Paper,,york:893435
Abp_Reg_05_0007,2,r,No folio 1,,york:893436
Abp_Reg_05_0008,2,v,,,york:893437
Abp_Reg_05_0009,2,v,,UV,york:893438
Abp_Reg_05_0010,3,r,,,york:893439
Abp_Reg_05_0011,3,r,,UV,york:893440
Abp_Reg_05_0012,3,v,,,york:893441
Abp_Reg_05_0013,3,v,,UV,york:893442
Abp_Reg_05_0014,4,r,,,york:893443
Abp_Reg_05_0015,4,r,,UV,york:893444
Abp_Reg_05_0016,4,v,,,york:893445
Abp_Reg_05_0017,5,r,,,york:893446
Abp_Reg_05_0018,5,r,,UV,york:893447
Abp_Reg_05_0019,5,v,,,york:893448
Abp_Reg_05_0020,5,v,,UV,york:893449
Abp_Reg_05_0021,6,r,,,york:893450
Abp_Reg_05_0022,6,v,,,york:893451
Abp_Reg_05_0023,7,r,,,york:893452
Abp_Reg_05_0024,7,r,,UV,york:893453
Abp_Reg_05_0025,7,v,,,york:893454
Abp_Reg_05_0026,7,v,,UV,york:893455
Abp_Reg_05_0027,8,r,,,york:893456
Abp_Reg_05_0028,8,r,,UV,york:893457
Abp_Reg_05_0029,8,v,,,york:893458
Abp_Reg_05_0030,8,v,,UV,york:893459
Abp_Reg_05_0031,9,r,,,york:893460
Abp_Reg_05_0032,9,r,,UV,york:893461
Abp_Reg_05_0033,9,v,,,york:893462
Abp_Reg_05_0034,9,v,,UV,york:893463
Abp_Reg_05_0035,9a,r,,,york:893464
Abp_Reg_05_0036,9a,r,,UV,york:893465
Abp_Reg_05_0037,9a,v,,,york:893466
Abp_Reg_05_0038,9b,r,,,york:893467
Abp_Reg_05_0039,9b,v,,,york:893468
Abp_Reg_05_0040,9c,r,,,york:893469
Abp_Reg_05_0041,9c,v,,,york:893470
Abp_Reg_05_0042,10,r,,,york:893471
Abp_Reg_05_0043,10,r,,UV,york:893472
Abp_Reg_05_0044,10,v,,,york:893473
Abp_Reg_05_0045,11,r,,,york:893474
Abp_Reg_05_0046,11,r,,UV,york:893475
Abp_Reg_05_0047,11,v,,,york:893476
Abp_Reg_05_0048,11,v,,UV,york:893477
Abp_Reg_05_0049,12,r,,,york:893478
Abp_Reg_05_0050,12,r,,UV,york:893479
Abp_Reg_05_0051,12,v,,,york:893480
Abp_Reg_05_0052,12,v,,UV,york:893481
Abp_Reg_05_0053,13,r,,,york:893482
Abp_Reg_05_0054,13,r,,UV,york:893483
Abp_Reg_05_0055,13,v,,,york:893484
Abp_Reg_05_0056,13,v,,UV,york:893485
Abp_Reg_05_0057,14,r,,,york:893486
Abp_Reg_05_0058,14,v,,,york:893487
Abp_Reg_05_0059,14,v,,UV,york:893488
Abp_Reg_05_0060,15,r,,,york:893489
Abp_Reg_05_0061,15,r,,UV,york:893490
Abp_Reg_05_0062,15,v,,,york:893491
Abp_Reg_05_0063,15,v,,UV,york:893492
Abp_Reg_05_0064,16,r,,,york:893493
Abp_Reg_05_0065,16,r,,UV,york:893494
Abp_Reg_05_0066,16,v,,,york:893495
Abp_Reg_05_0067,17,r,,,york:893496
Abp_Reg_05_0068,17,v,,,york:893497
Abp_Reg_05_0069,18,r,,,york:893498
Abp_Reg_05_0070,18,r,,UV,york:893499
Abp_Reg_05_0071,18,v,,,york:893500
Abp_Reg_05_0072,19,r,,,york:893501
Abp_Reg_05_0073,19,r,,UV,york:893502
Abp_Reg_05_0074,19,v,,,york:893503
Abp_Reg_05_0075,20,r,,,york:893504
Abp_Reg_05_0076,20,v,,,york:893505
Abp_Reg_05_0077,21,r,,,york:893506
Abp_Reg_05_0078,21,r,,UV,york:893507
Abp_Reg_05_0079,21,v,,,york:893508
Abp_Reg_05_0080,22,r,,,york:893509
Abp_Reg_05_0081,22,r,,UV,york:893510
Abp_Reg_05_0082,22,v,,,york:893511
Abp_Reg_05_0083,22,v,,UV,york:893512
Abp_Reg_05_0084,23,r,,,york:893513
Abp_Reg_05_0085,23,v,,,york:893514
Abp_Reg_05_0086,24,r,,,york:893515
Abp_Reg_05_0087,24,v,,,york:893516
Abp_Reg_05_0088,25,r,,,york:893517
Abp_Reg_05_0089,25,r,,UV,york:893518
Abp_Reg_05_0090,25,v,,,york:893519
Abp_Reg_05_0091,26,r,,,york:893520
Abp_Reg_05_0092,26,r,,UV,york:893521
Abp_Reg_05_0093,26,v,,,york:893522
Abp_Reg_05_0094,26,v,,,york:893523
Abp_Reg_05_0095,26,v,,,york:893524
Abp_Reg_05_0096,27,r,,,york:893525
Abp_Reg_05_0097,27,v,,,york:893526
Abp_Reg_05_0098,28,r,,,york:893527
Abp_Reg_05_0099,28,v,,,york:893528
Abp_Reg_05_0100,29,r,,,york:893529
Abp_Reg_05_0101,29,r,,UV,york:893530
Abp_Reg_05_0102,29,v,,,york:893531
Abp_Reg_05_0103,30,r,,,york:893532
Abp_Reg_05_0104,30,r,,UV,york:893533
Abp_Reg_05_0105,30,v,,,york:893534
Abp_Reg_05_0106,30,v,,UV,york:893535
Abp_Reg_05_0107,31,r,,,york:893536
Abp_Reg_05_0108,31,r,,UV,york:893537
Abp_Reg_05_0109,31,v,,,york:893538
Abp_Reg_05_0110,31,v,,UV,york:893539
Abp_Reg_05_0111,32,r,,,york:893540
Abp_Reg_05_0112,32,r,,UV,york:893541
Abp_Reg_05_0113,32,v,,,york:893542
Abp_Reg_05_0114,33,r,,,york:893543
Abp_Reg_05_0115,33,r,,UV,york:893544
Abp_Reg_05_0116,33,v,,,york:893545
Abp_Reg_05_0117,34,r,,,york:893546
Abp_Reg_05_0118,34,r,,UV,york:893547
Abp_Reg_05_0119,34,v,,,york:893548
Abp_Reg_05_0120,35,r,,,york:893549
Abp_Reg_05_0121,35,v,,,york:893550
Abp_Reg_05_0122,36,r,,,york:893551
Abp_Reg_05_0123,36,v,,,york:893552
Abp_Reg_05_0124,37,r,,,york:893553
Abp_Reg_05_0125,37,v,,,york:893554
Abp_Reg_05_0126,38,r,,,york:893555
Abp_Reg_05_0127,38,v,,,york:893556
Abp_Reg_05_0128,39,r,,,york:893557
Abp_Reg_05_0129,39,v,,,york:893558
Abp_Reg_05_0130,40,r,,,york:893559
Abp_Reg_05_0131,40,v,,,york:893560
Abp_Reg_05_0132,41,r,,,york:893561
Abp_Reg_05_0133,41,r,,UV,york:893562
Abp_Reg_05_0134,41,v,,,york:893563
Abp_Reg_05_0135,41,v,,UV,york:893564
Abp_Reg_05_0136,42,r,,,york:893565
Abp_Reg_05_0137,42,v,,,york:893566
Abp_Reg_05_0138,43,r,,,york:893567
Abp_Reg_05_0139,43,r,,,york:893568
Abp_Reg_05_0140,43,r,,,york:893569
Abp_Reg_05_0141,43,v,,,york:893570
Abp_Reg_05_0142,44,r,,,york:893571
Abp_Reg_05_0143,44,r,,UV,york:893572
Abp_Reg_05_0144,44,v,,,york:893573
Abp_Reg_05_0145,45,r,,,york:893574
Abp_Reg_05_0146,45,v,,,york:893575
Abp_Reg_05_0147,46,r,,,york:893576
Abp_Reg_05_0148,46,r,,UV,york:893577
Abp_Reg_05_0149,46,v,,,york:893578
Abp_Reg_05_0150,46,v,,UV,york:893579
Abp_Reg_05_0151,47,r,,,york:893580
Abp_Reg_05_0152,47,r,,UV,york:893581
Abp_Reg_05_0153,47,v,,,york:893582
Abp_Reg_05_0154,48,r,,,york:893583
