York,Cleveland,Bulmer,,Bossall,,,,,,
York,Cleveland,Bulmer,,Brafferton,,,,,,
York,Cleveland,Bulmer,,Brandsby,,,,,,
York,Cleveland,Bulmer,,Bulmer,,,,,,
York,Cleveland,Bulmer,,Coxwold,,,,,,
York,Cleveland,Bulmer,,Crambe,,,,,,
York,Cleveland,Bulmer,,Dalby,,,,,,
York,Cleveland,Bulmer,,Dunnington,,,,,,
York,Cleveland,Bulmer,,Easingwold,,,,,,
York,Cleveland,Bulmer,,Elvington,,,,,,
York,Cleveland,Bulmer,,Escrick,,,,,,
York,Cleveland,Bulmer,,Felixkirk,,,,,,
York,Cleveland,Bulmer,,Foston,,,,,,
York,Cleveland,Bulmer,,Huntington,,,,,,
York,Cleveland,Bulmer,,Kirby Knowle,,,,,,
York,Cleveland,Bulmer,,Myton-on-Swale,,,,,,
York,Cleveland,Bulmer,,Newton-on-Ouse,,,,,,
York,Cleveland,Bulmer,,Overton,,,,,,
York,Cleveland,Bulmer,,Sessay,,,,,,
York,Cleveland,Bulmer,,Sheriff Hutton,,,,,,
York,Cleveland,Bulmer,,South Kilvington,,,,,,
York,Cleveland,Bulmer,,South Otterington,,,,,,
York,Cleveland,Bulmer,,Stillingfleet,,,,,,
York,Cleveland,Bulmer,,Sutton-on-the-Forest,,,,,,
York,Cleveland,Bulmer,,Terrington,,,,,,
York,Cleveland,Bulmer,,Thirsk,,,,,,
York,Cleveland,Bulmer,,Thormanby,,,,,,
York,Cleveland,Bulmer,,Upper Helmsley,,,,,,
York,Cleveland,Bulmer,,Wheldrake,,,,,,
York,Cleveland,Bulmer,,Whenby,,,,,,
York,Cleveland,Bulmer,,Wigginton,,,,,,
York,Cleveland,Cleveland,,Crathorne,,,,,,
York,Cleveland,Cleveland,,Danby,,,,,,
York,Cleveland,Cleveland,,Easington,,,,,,
York,Cleveland,Cleveland,,Fylingdales,,,,,,
York,Cleveland,Cleveland,,Great Ayton,,,,,,
York,Cleveland,Cleveland,,Guisborough,,,,,,
York,Cleveland,Cleveland,,Hawnby,,,,,,
York,Cleveland,Cleveland,,Hinderwell,,,,,,
York,Cleveland,Cleveland,,Ingleby Arncliffe,,,,,,
York,Cleveland,Cleveland,,Ingleby Greenhow,,,,,,
York,Cleveland,Cleveland,,Kildale,,,,,,
York,Cleveland,Cleveland,,Kirkby,,,,,,
York,Cleveland,Cleveland,,Kirkleatham,,,,,,
York,Cleveland,Cleveland,,Kirklevington,,,,,,
York,Cleveland,Cleveland,,Loftus,,,,,,
York,Cleveland,Cleveland,,Lythe,,,,,,
York,Cleveland,Cleveland,,Marske-by-the-Sea,,,,,,
York,Cleveland,Cleveland,,Marton,,,,,,
York,Cleveland,Cleveland,,Middlesbrough,,,,,,
York,Cleveland,Cleveland,,Ormesby,,,,,,
York,Cleveland,Cleveland,,Rudby,,,,,,
York,Cleveland,Cleveland,,Skelton,,,,,,
York,Cleveland,Cleveland,,Sneaton,,,,,,
York,Cleveland,Cleveland,,Stainton,,,,,,
York,Cleveland,Cleveland,,Stokesley,,,,,,
York,Cleveland,Cleveland,,Welbury,,,,,,
York,Cleveland,Cleveland,,Whitby,,,,,,
York,Cleveland,Cleveland,,Whorlton,,,,,,
York,Cleveland,Rydale,,Appleton-le-Street,,,,,,
York,Cleveland,Rydale,,Barton-le-Street,,,,,,
York,Cleveland,Rydale,,Brompton,,,,,,
York,Cleveland,Rydale,,Gilling East,,,,,,
York,Cleveland,Rydale,,Great Edstone,,,,,,
York,Cleveland,Rydale,,Helmsley,,,,,,
York,Cleveland,Rydale,,Hovingham,,,,,,
York,Cleveland,Rydale,,Hutton Buscel,,,,,,
York,Cleveland,Rydale,,Kirby Misperton,,,,,,
York,Cleveland,Rydale,,Kirby Moorside,,,,,,
York,Cleveland,Rydale,,Kirkdale,,,,,,
York,Cleveland,Rydale,,Lastingham,,,,,,
York,Cleveland,Rydale,,Levisham,,,,,,
York,Cleveland,Rydale,,Malton,,,,,,
York,Cleveland,Rydale,,Middleton,,,,,,
York,Cleveland,Rydale,,Normanby,,,,,,
York,Cleveland,Rydale,,Nunnington,,,,,,
York,Cleveland,Rydale,,Oswaldkirk,,,,,,
York,Cleveland,Rydale,,Scawton,,,,,,
York,Cleveland,Rydale,,Sinnington,,,,,,
York,Cleveland,Rydale,,Slingsby,,,,,,
York,Cleveland,Rydale,,Stonegrave,,,,,,
York,Cleveland,Rydale,,Thornton Dale,,,,,,
York,Cleveland,Rydale,,Wykeham,,,,,,
