York,Richmond,Lonsdale and Kendal,,Melling,,,,,,
York,Richmond,Lonsdale and Kendal,,Sedbergh,,,,,,
York,Richmond,Lonsdale and Kendal,,Tatham,,,,,,
York,Richmond,Lonsdale and Kendal,,Thornton-in-Lonsdale,,,,,,
York,Richmond,Lonsdale and Kendal,,Tunstall,,,,,,
York,Richmond,Lonsdale and Kendal,,Warton,,,,,,
York,Richmond,Lonsdale and Kendal,,Whittington,,,,,,
York,Richmond,Richmond,,Ainderby Steeple,,,,,,
York,Richmond,Richmond,,Arkengarthdale,,,,,,
York,Richmond,Richmond,,Barningham,,,,,,
York,Richmond,Richmond,,Bowes,,,,,,
York,Richmond,Richmond,,Brignall,,,,,,
York,Richmond,Richmond,,Croft-on-Tees,,,,,,
York,Richmond,Richmond,,Danby Wiske,,,,,,
York,Richmond,Richmond,,Easby,,,,,,
York,Richmond,Richmond,,East Cowton,,,,,,
York,Richmond,Richmond,,Gilling,,,,,,
York,Richmond,Richmond,,Great Langton,,,,,,
York,Richmond,Richmond,,Great Smeaton,,,,,,
York,Richmond,Richmond,,Kirby Hill,,,,,,
York,Richmond,Richmond,,Kirby Wiske,,,,,,
York,Richmond,Richmond,,Manfield,,,,,,
York,Richmond,Richmond,,Marrick,,,,,,
York,Richmond,Richmond,,Marske,,,,,,
York,Richmond,Richmond,,Melsonby,,,,,,
York,Richmond,Richmond,,Middleton Tyas,,,,,,
York,Richmond,Richmond,,Mortham Tower,,,,,,
York,Richmond,Richmond,,Richmond,,,,,,
York,Richmond,Richmond,,Rokeby,,,,,,
York,Richmond,Richmond,,Romaldkirk,,,,,,
York,Richmond,Richmond,,Startforth,,,,,,
York,Richmond,Richmond,,Wycliffe,,,,,,
York,Richmond,Ripon prebends,,Bishop Monkton,,,,,,
York,Richmond,Ripon prebends,,Givendale,,,,,,
York,Richmond,Ripon prebends,,Littlethorpe,,,,,,
York,Richmond,Ripon prebends,,Nunwick,,,,,,
York,Richmond,Ripon prebends,,Sharow,,,,,,
York,Richmond,Ripon prebends,,Stanwick St John,,,,,,
York,Richmond,Ripon prebends,,Studley Magna,,,,,,
