York,Nottingham,Bingham,,Barton in Fabis,R,,,,,
York,Nottingham,Bingham,,Bingham,R,,,,,
York,Nottingham,Bingham,,Bunny,,,,,,
York,Nottingham,Bingham,,Car Colston,,,,,,
York,Nottingham,Bingham,,Clifton,R,,,,,
York,Nottingham,Bingham,,Colston Bassett,V,,,,,
York,Nottingham,Bingham,,Costock,R,,,,,
York,Nottingham,Bingham,,Cotgrave,,,,,,
York,Nottingham,Bingham,,East Bridgeford,,,,,,
York,Nottingham,Bingham,,East Leake,,,,,,
York,Nottingham,Bingham,,Elton,,,,,,
York,Nottingham,Bingham,,Flintham,,,,,,
York,Nottingham,Bingham,,Gotham,,,,,,
York,Nottingham,Bingham,,Granby,,,,,,
York,Nottingham,Bingham,,Hawksworth,,,,,,
York,Nottingham,Bingham,,Hickling,,,,,,
York,Nottingham,Bingham,,Holme Pierrepont,,,,,,
York,Nottingham,Bingham,,Keyworth,,,,,,
York,Nottingham,Bingham,,Kneeton,,,,,,
York,Nottingham,Bingham,,Langar,,,,,,
York,Nottingham,Bingham,,Normanton on Soar,,,,,,
York,Nottingham,Bingham,,Orston,,,,,,
York,Nottingham,Bingham,,Owthorpe,,,,,,
York,Nottingham,Bingham,,Plumtree,,,,,,
York,Nottingham,Bingham,,Radcliffe on Trent,,,,,,
York,Nottingham,Bingham,,Ratcliffe on Soar,,,,,,
York,Nottingham,Bingham,,Rempstone,,,,,,
York,Nottingham,Bingham,,Ruddington,,,,,,
York,Nottingham,Bingham,,Saxondale,,,,,,
York,Nottingham,Bingham,,Screeveton,,,,,,
York,Nottingham,Bingham,,Shelford,,,,,,
York,Nottingham,Bingham,,Stanford on Soar,,,,,,
York,Nottingham,Bingham,,Sutton Bonington,R,,,,,
York,Nottingham,Bingham,,Thorpe the Glebe,,,,,,
York,Nottingham,Bingham,,Tollerton,,,,,,
York,Nottingham,Bingham,,Tythby,,,,,,
York,Nottingham,Bingham,,Upper Broughton,,,,,,
York,Nottingham,Bingham,,West Bridgeford,,,,,,
York,Nottingham,Bingham,,Whatton,,,,,,
York,Nottingham,Bingham,,Widmerpool,,,,,,
York,Nottingham,Bingham,,Wilford,,,,,,
York,Nottingham,Bingham,,Willoughby-on-the-Wolds,,,,,,
York,Nottingham,Bingham,,Wysall,,,,,,
York,Nottingham,Newark,,Averham,,,,,,
York,Nottingham,Newark,,Barnby in the Willows,,,,,,
York,Nottingham,Newark,,Clifton,,,,,,
York,Nottingham,Newark,,Cotham,,,,,,
York,Nottingham,Newark,,Cromwell,,,,,,
York,Nottingham,Newark,,Eakring,,,,,,
York,Nottingham,Newark,,Elston,,,,,,
York,Nottingham,Newark,,Farndon-cum-Balderton,,,,,,
York,Nottingham,Newark,,Fledborough,,,,,,
York,Nottingham,Newark,,Hawton,,,,,,
York,Nottingham,Newark,,Hockerton,,,,,,
York,Nottingham,Newark,,Kelham,,,,,,
York,Nottingham,Newark,,Kilvington,,,,,,
York,Nottingham,Newark,,Kneesall,,,,,,
York,Nottingham,Newark,,Laxton,,,,,,
York,Nottingham,Newark,,Low Marnham,,,,,,
