New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Role - role in entry,Role - associated place - as written,Role - associated place - type,Role - associated place - function,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 1 - associated place - function,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 2 - associated place - function,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 3 - Place- Function,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 4 - place - function,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 5 - place - function,Status 6,Status 6 - place - as written,Status 6 - place - type,Status 6 - place - function
9,58,,,[Alexander],,[Neville],,,sender,,,,,[archbishop],[York],,,,,,,,,,,,,,,,,,,,,,,
9,58,,,,,,,,addressees,,,,,chapter,Ebor',,[cathedral church],,,,,,,,,,,,,,,,,,,,,
9,58,,Sir,Roger,de,Ripon',,,new precentor,,,,,priest,,,,,,,,,,,,,,,,,,,,,,,,
9,59,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,59,,Master,William,de,Kexby,bachelor of Theology,,addressee,,,,,new precentor,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,59,,Sir,Roger,de,Ripon',,,former precentor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,60,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,60,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,60,,Master,William,de,Kexby,bachelor of Theology,,to be inducted,,,,,precentor,,,,,,,,,,,,,,,,,,,,,,,,
9,61,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,61,,Sir,Roger,de,Ripon',,,new archdeacon,,,,,archdeacon,Clivel',,archdeaconry,,,,,,,,,,,,,,,,,,,,,
9,61,,Master,William,de,Kexby,,,former archdeacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,62,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,62,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,62,,Sir,Roger,de,Ripon',,,to be inducted,,,,,archdeacon,,,,,,,,,,,,,,,,,,,,,,,,
9,63,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,63,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,63,,,,,,,,addressee,,,,,dean,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,63,,,Urban VI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,
9,63,,Sir,John,,[ ],,,new canon and prebendary,,,,,canon,[Strensall],,canonry,,prebendary,[Strensall],prebend,,cardinal-priest,Sancte Ro[]ne,titular church,,,,,,,,,,,,,
9,63,,,Francis,,[Teobaldeschi],,,former canon and prebendary,,,,,cardinal-priest,Sancte Sabine,S. Sabine,titular church,,,,,,,,,,,,,,,,,,,,,
9,63,,,Philip,,[ ],,,proctor of new canon and prebendary,,,,,archbishop,Cassellen',Cashel,diocese,,,,,,,,,,,,,,,,,,,,,
9,64,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,64,,,,,,,,addressees,,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
9,64,,,,,,,,addressee,,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
9,64,,,Urban VI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,
9,64,,Master,John,,Mowbray,utriusque iuris doctor,,new canon with expectation of prebend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,64,,Master,Hugh,de,Wymondeswald,,,former canon and prebendary,,,,,canon,Wartyll,,canonry,,prebendary,Wartyll,prebend,,,,,,,,,,,,,,,,,
9,64,,Sir,John,,Bacon,,,in disputed possession??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,65,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,65,,Sir,John,,Giffon',,,addressee,,,,,canon,beate Marie & sanctorum angelorum,,chapel,,prebendary,beate Marie & sanctorum angelorum,chapel,,,,,,,,,,,,,,,,,
9,65,,Sir,John,de,Burton',,,former canon and prebendary,,,,,lately rector,Wispyngton',,church (Lincoln' dioc'),,,,,,,,,,,,,,,,,,,,,
9,65,,Sir,John,de,Sandale,,,new canon and prebendary,,,,,lately rector,Ordesale,,church (York dioc'),,,,,,,,,,,,,,,,,,,,,
9,66,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,66,,Master,John,de,Shirburn,sacre pagine professori,,addressee,,,,,new chancellor,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,66,,Master,Thomas,de,Fernilagh,,,former chancellor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,67,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,67,,Sir,John,de,Clone,,,addressee,,,,,new canon,beate Marie & sanctorum angelorum,,chapel,,prebendary,beate Marie & sanctorum angelorum,chapel,,,,,,,,,,,,,,,,,
9,67,,Master,Humphrey,de,Charlton',,,former canon and prebendary,,,,,former canon,beate Marie & sanctorum angelorum,,chapel,,prebendary,beate Marie & sanctorum angelorum,chapel,,,,,,,,,,,,,,,,,
9,67,,Master,Robert,de,Manfeld,,,former canon and prebendary,,,,,former canon,beate Marie & sanctorum angelorum,,chapel,,prebendary,beate Marie & sanctorum angelorum,chapel,,,,,,,,,,,,,,,,,
9,68a,,,,,,,,obedience sworn to,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,68a,,Sir,John,,Stayndrop,,,took oath of obedience,,,,,vicar,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,68a,,Sir,Robert,,Bashan',,,took oath of obedience,,,,,vicar,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,68a,,Sir,Richard,,Wakefeld,,,took oath of obedience,,,,,vicar,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,68b,,,,,,,,obedience sworn to,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,68b,,Sir,John,,Clynt,,junior,took oath of obedience,,,,,vicar-choral,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,68b,,Sir,John,,Bondgate,,,took oath of obedience,,,,,vicar-choral,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,68b,,Sir,John,,Kilyngale,,,took oath of obedience,,,,,vicar-choral,Ripon',,[church],,,,,,,,,,,,,,,,,,,,,
9,69,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
9,69,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
9,69,,,John,,Bacon,,,clerk,,,,,new prebendary,Hustwayt,,prebend,,,,,,,,,,,,,,,,,,,,,
9,69,,Sir,John,de,Wellebaorne,,,former prebendary,,,,,prebendary,Hustwayt,,prebend,,,,,,,,,,,,,,,,,,,,,
10,70,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,70,,Sir,John,,Giffon',,,addressee,,,,,canon,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,,,,,,,
10,70,,Master,William,de,Cawode,,,former canon and prebendary,,,,,canon,beate Marie & sanctorum angelorum,,chapel,,prebendary,"stall, sub-deacon",prebend,,,,,,,,,,,,,,,,,
10,70,,Sir,Thomas,de,Brustlet,,,new canon and prebendary,,,,,former rector,Belesby,,church (Lincoln' dioc'),,,,,,,,,,,,,,,,,,,,,
10,71,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,71,,,,,,,,addressee,,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
10,71,,,Urban VI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,
10,71,,Master,Thomas,la,Ware,licentiate in Arts,,new canon and prebendary,,,,,canon,Grendall,,canonry,,prebendary,Grendall,prebend,,,,,,,,,,,,,,,,,
10,71,,Master,John,de,Thoresby,,,former canon and prebendary,,,,,canon,Grendall,,canonry,,prebendary,Grendall,prebend,,,,,,,,,,,,,,,,,
10,72,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,72,,,,,,,,addressees,,,,,chapter,Ripon',,collegiate church,,,,,,,,,,,,,,,,,,,,,
10,72,,,Richard II,,,,,nominator,,,,,king,,,,,,,,,,,,,,,,,,,,,,,,
10,72,,Sir,John,,Bouryng,,priest,new canon and prebendary,,,,,canon,Nunwyk,,canonry,,prebendary,Nunwyk,prebend,,,,,,,,,,,,,,,,,
10,72,,Master,John,de,Thoresby,,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,73,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,73,,Master,Robert,de,Manfeld,,,addressee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,73,,,Robert,de,Scampston',,,proctor of former canon and prebendary,,,,,canon,Husthwayt,,canonry,,prebendary,Husthwayt,prebend,,,,,,,,,,,,,,,,,
10,73,,,John,,Bakun,,,former canon and prebendary,,,,,canon,Husthwayt,,canonry,,prebendary,Husthwayt,prebend,,,,,,,,,,,,,,,,,
10,74,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,74,,,John,,Bakun,,clerk,addressee,,,,,canon,Wystowe,,canonry,,prebendary,Wystowe,prebend,,,,,,,,,,,,,,,,,
10,74,,Master,Robert,de,Manfeld,,,former canon and prebendary,,,,,canon,Wystowe,,canonry,,prebendary,Wystowe,prebend,,,,,,,,,,,,,,,,,
10,74,,,Robert,de,Scampston',,clerk,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,75,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,75,,,John,,Bacun,,clerk,addressee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,75,,Sir,John,,Daventre,,de Brome,former canon and prebendary,,,,,canon,Driffeld,,canonry,,prebendary,Driffeld,prebend,,,,,,,,,,,,,,,,,
10,75,,,William,,Sayene,,,proctor of former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,75,,Sir,John,,Aleyn,,,proctor of new canon and prebendary,,,,,canon,Wistowe,,canonry,,prebendary,Wistowe,prebend,,,,,,,,,,,,,,,,,
10,76,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,76,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
10,76,,,John,,Bacun,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,77,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,77,,Sir,John,,Daventre,,priest,addressee,,,,,canon,Wistowe,,canonry,,prebendary,Wistowe,prebend,,,,,,,,,,,,,,,,,
10,77,,Sir,John,,Bacun,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,78,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,78,,,John,,Bacun,,clerk,addressee,,,,,canon,Driffeld,,canonry,,prebendary,Driffeld,prebend,,,,,,,,,,,,,,,,,
10,78,,Sir,Richard,de,Thoern',,,proctor of former canon and prebendary,,,,,,,,,,prebendary,Driffeld,,,,,,,,,,,,,,,,,,
10,78,,Sir,John,,Daventre,,,former canon and prebendary,,,,,canon,Driffeld,,canonry,,prebendary,Driffeld,prebend,,,,,,,,,,,,,,,,,
10,78,,Sir,John,,Aleyn,,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,79,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,79,,Sir,John,,Daventre,,,addressee,,,,,canon,Wistowe,,canonry,,prebendary,Wistowe,prebend,,,,,,,,,,,,,,,,,
10,79,,Sir,John,,Aleyn,,,proctor of former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,79,,,John,,Bacun,,,former canon and prebendary,,,,,canon,Wistowe,,canonry,,prebendary,Wistowe,prebend,,,,,,,,,,,,,,,,,
10,79,,Sir,Richard,de,Thoern',,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,80,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,80,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
10,80,,Sir,John,,Daventre,,,new canon and prebendary,,,,,canon,Wistowe,,canonry,,prebendary,Wistowe,prebend,,,,,,,,,,,,,,,,,
10,81,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,,,,,,,addressees,,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,,,,,,,
10,81,,Sir,Richard,de,Thoern,,,proctor of former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,Sir,John,,Daventre,,,former canon and prebendary,,,,,canon,Wystowe,,canonry,,prebendary,Wystowe,prebend,,,,,,,,,,,,,,,,,
10,81,,,Robert,de,Bolton,,,curator of John de la Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,,John ,de la,Pole,,,?son of Michael de la Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,Sir,Michael,de la,Pole,,knight,father of John de la Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,,Urban VI,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,,,Robert,de,Bolton,,,new canon and prebendary,,,,,canon,Wystowe,,canonry,,prebendary,Wystowe,prebend,,,,,,,,,,,,,,,,,
10,82,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,82,,,Richard II,,,,,addressee,,,,,king,,,,,,,,,,,,,,,,,,,,,,,,
10,82,,,,,,,,collector,,,,,abbot,mon be Ebor',,monastery,,,,,,,,,,,,,,,,,,,,,
10,82,,,,,,,,collector,,,,,prior,Shelford,,[priory],,,,,,,,,,,,,,,,,,,,,
10,83,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
10,83,,,,,,,,addressees,,,,,chapter,Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
10,83,,,,,,,,chapter,,,,,subjects of visitation,,,,,,,,,,,,,,,,,,,,,,,,
10,83,,,,,,,,vicars,,,,,subjects of visitation,,,,,,,,,,,,,,,,,,,,,,,,
10,83,,,,,,,,clerks,,,,,subjects of visitation,,,,,,,,,,,,,,,,,,,,,,,,
11,84,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,84,,,William,de,Neuton',,,addressee,,,,,one of seven clerks of Berefell,Beverlac',,church,,,,,,,,,,,,,,,,,,,,,
11,85,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,85,,,,,,,,addressees,,,,,chapter,,,,,,,,,,,,,,,,,,,,,,,,
11,85,,,,,,,,prior,,,,,St Michaelis iuxta Kyngston' super hull,house (Carthusian),,,,,,,,,,,,,,,,,,,,,,,
11,85,,,,,,,,brothers,,,,,St Michaelis iuxta Kyngston' super hull,house (Carthusian),,,,,,,,,,,,,,,,,,,,,,,
11,85,,Sir,Michael,de la,Pole,,,founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,86,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,86,,Master,Hugh,de,Fletham,,,addressee,,,,,"advocate, bishop's court",,,,,,,,,,,,,,,,,,,,,,,,
11,86,,Master,Nicholas,,Brome,,de Esyngwald,addressee,,,,,notary,,,,,,,,,,,,,,,,,,,,,,,,
11,86,,Sir,Richard,de,Fenton',,,addressee,,,,,chaplain,,,,,,,,,,,,,,,,,,,,,,,,
11,86,,,,,,,,chapter,,,,,beati petri Ebor',,,cathedral church,,,,,,,,,,,,,,,,,,,,,
11,86,,,,,,,,prior and convent,,,,,St Michaelis prope villam super hull,,,house (Carthusian),,,,,,,,,,,,,,,,,,,,,
11,87,,,Robert,,Skargill,,clerk,addressee,,,,,canon,Bichill with Knaresburgh,,canonry,,prebendary,Bichill with Knaresburgh,prebend,,,,,,,,,,,,,,,,,
11,88,,,Robert,de,Beverlaco,,,testator,,,,,canon,beati Johannis Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
11,88,,,Alexander,,[Neville],,,present,,,,,archbishop,Ebor',,diocese,,,,,,,,,,,,,,,,,,,,,
11,88,,Sir,Robert,de,Louthorp,,,probate granted to,,,,,vicar-choral,beati Johannis Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
11,89,,,,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,89,,Sir,Robert,de,Louthorp,,,executor,,,,,vicar,beati Johannis Beverlac',,church,,,,,,,,,,,,,,,,,,,,,
11,89,,Sir,Robert,de,Beverlaco,,,testator,,,,,canon,beati Johannis Beverlac',,church,,,,,,,,,,,,,,,,,,,,,
11,90,,,Richard,,Plommer,,in Beverl',testator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,90,,,John,,Ryse,,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,90,,,William,,Payntour,,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,90,,,Marjorie,,Plommer,,wife of testator,residuary legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,90,,,Marjorie,,Plommer,,,executrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Richard,de,Lyntesford,,,testator,,,,,prebendary,beate Marie Lincoln,,prebend,,canon,beati Johannis Beverl',collegiate church,,,,,,,,,,,,,,,,,
11,91,,,[ ],de,Legh,,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Robert,de,Legh,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Emma,,[ ],,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Anne,de,Ouresbye,,,mother of legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,[ ],,[ ],,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,John,,Pistor,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,[ ],,[ ],,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Thomas,,Cocus,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,Sir,William,de,Bonaye,,,executor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,Sir,John,de,Wellyngour',,,executor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,91,,,Robert,,Legh,,,executor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,92,,,,,,,,present,,,,,chancellor,,,,,,,,,,,,,,,,,,,,,,,,
11,92,,,[Richard],[de],[Lyntesford],,,[testator],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,92,,,Robert,de,Legh,,,"executor, granted probate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,93,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,93,,Sir,Richard,de,Weton',,priest,addressee,,,,,altar vicar,altaris sancti petri in ecclesia Beverl',,collegiate church,,,,,,,,,,,,,,,,,,,,,
11,93,,Sir,John,de,Sprotlay,,,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,94,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,94,,,,,,,,addressee,,,,,dean,Beverlac',,[collegiate church],,,,,,,,,,,,,,,,,,,,,
11,94,,Sir,Richard,de,Weton',,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,95,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,95,,Sir,Nicholas,de,Burthan,,priest,addressee,,,,,altar vicar,altar' sancti martini ecclesie nostre  collegeat' Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
11,95,,Sir,Richard,de,Elvyngton',,,promoter,,,,,former altar vicar,,,,,,,,,,,,,,,,,,,,,,,,
11,96,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
11,96,,,,,,,,addressee,,,,,dean,Beverlac',,[collegiate church],,,,,,,,,,,,,,,,,,,,,
11,96,,Sir,Nicholas,de,Burthan,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12a,97,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12a,97,,,Richard II,,,,,addressee,,,,,king,,,,,,,,,,,,,,,,,,,,,,,,
12a,97,,,,,,,,tax collector,,,,,abbot,beate Marie Ebor',,monastery,,,,,,,,,,,,,,,,,,,,,
12a,97,,,,,,,,tax collector,,,,,prior,Thurgarton',,priory,,,,,,,,,,,,,,,,,,,,,
12 r,98,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,98,,Sir,Adam,de,Walton',,priest,addressee,,,,,altar vicar,altar' beate Marie in ecclesiam nostram beati Johannis Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
12 r,98,,Sir,John,de,Nafferton',,,promoter,,,,,former altar vicar,,,,,,,,,,,,,,,,,,,,,,,,
12 r,99,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,99,,,,,,,,addressee,,,,,dean,Beverlac',,[collegiate church],,,,,,,,,,,,,,,,,,,,,
12 r,99,,Sir,Adam,de,Walton',,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,100,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,100,,Sir,John,,Lary,,priest,addressee,,,,,altar vicar,altar' sancti Michaelis in ecclesaim nostram beati petri Beverlac',,collegiate church,,,,,,,,,,,,,,,,,,,,,
12 r,100,,Sir,William,de,Wakefeld,,,promoter,,,,,former altar vicar,,,,,,,,,,,,,,,,,,,,,,,,
12 r,101,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,101,,,,,,,,addressee,,,,,dean,Beverlac',,[collegiate church],,,,,,,,,,,,,,,,,,,,,
12 r,101,,Sir,John,,Lary,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,102,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,102,,,,,,,,addressees,,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
12 r,102,,,Urban VI,,,,,provider,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,
12 r,102,,Master,John,,Moubray,utrius iuris doctor,,new canon and prebendary,,,,,canon,[ ],,canonry,,prebendary,[ ],prebend,,,,,,,,,,,,,,,,,
12 r,102,,,Robert,de,Stretton',,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,102,,,William,,Moubray,,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,103,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,103,,Sir,Thomas,de,Stanley,,priest,addressee,,,,,canon,Ampilford,,canonry,,prebendary,Ampilford,prebend,,,,,,,,,,,,,,,,,
12 r,103,,Master,Roger,de,Freton',,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,103,,Sir,William,,Coustby,,chaplain,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,104,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,104,,,,,,,,addressees,,,,,chapter,Ebor',,[cathedral church],,,,,,,,,,,,,,,,,,,,,
12 r,104,,Sir,Thomas,de,Stanley,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,105,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,105,,,,,,,,addressees,,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
12 r,105,,,Urban VI,,,,,provider,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,
12 r,105,,Sir,Adam,,[ ],,,provisor,,,,,cardinal-priest,Sanct Cecilie,,titular church,,dean,,,,,,,,,,,,,,,,,,,
12 r,105,,,Anglicus,,[ ],,,former dean,,,,,former bishop,Albanen',,diocese,,,,,,,,,,,,,,,,,,,,,
12 r,105,,Master,Stephen,,Perci?,,,proctor of new dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 r,106,,,Alexander,,,,,sender,,,,,archbishop,,,,,,,,,,,,,,,,,,,,,,,,
12 r,106,,,,,,,,addressees,,,,,chapter,beati Wilfridi Ripon',,collegiate church,,,,,,,,,,,,,,,,,,,,,
12 r,106,,Sir,John,de,Bouryng',,,former canon and prebendary,,,,,canon,Eldon in ecclia college Aukland Dunelm' dioc',,canonry,,prebendary,Eldon,prebend,,,,,,,,,,,,,,,,,
12 r,106,,Master,Robert,,Manfeld,,,new canon and prebendary,,,,,canon,Nunwyk,,canonry,,prebendary,Nunwyk,prebend,,,,,,,,,,,,,,,,,
12 v - 12 v,107,,,Alexander,,,,archbishop,sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,107,,Master,John,de,Scardeburgh,,clerk,addressee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,107,,Master,Hugh,de,Wymondwald,,,former prebendary,,,,,prebendary,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,108,,,Alexander,,,,archbishop,sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,108,,Master,William,de,Cawode,,,addressee,,,,,commissary general,Ebor',,archbishop's court,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,108,,Master,John,de,Scardeburgh,,,new prebendary,,,,,prebendary,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,,Alexander,,,,archbishop,sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,,,,,,,addressees,,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,,,,,,,addressee,,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,,Urban VI,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,Sir,William,,Erremyn,,,"canon, expectative grace",,,,,rector,Assheby,,church (Lincoln diocese),,canon,Northneubald,canonry,,prebendary,Northneubald,prebend,,,,,,,,,,,,,
12 v - 12 v,109,,,John,,Danyell,,clerk,proctor of canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
